Caltrans District,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,Back Peak Hour,Back Peak Month,Back AADT,Ahead Peak Hour,Ahead Peak Month,Ahead AADT,Latitude,Longitude
4,1,,SF,R,0.68,,"SAN FRANCISCO, 19TH AVE",6800,100000,98000,5100,73000,70000,37.71732194,-122.4725874
4,1,,SF,,1.35,,"SAN FRANCISCO, WINSTON DR",5100,73000,70000,5100,73000,70000,37.72691952,-122.4747939
4,1,,SF,,1.897,,"SAN FRANCISCO, JCT. RTE. 35",5100,73000,70000,5100,73000,70000,37.73463533,-122.4750706
4,1,,SF,,2.87,,"SAN FRANCISCO, QUINTARA ST",5100,73000,70000,5100,73000,70000,37.74865353,-122.475997
4,1,,SF,,4.05,,"SAN FRANCISCO, LINCOLN WAY",5100,73000,70000,5100,73000,70000,37.76544225,-122.4772672
4,1,,SF,,5,,"SAN FRANCISCO, FULTON ST",5100,73000,70000,5100,73000,70000,37.77282813,-122.4716982
4,1,,SF,,5.88,,"SAN FRANCISCO, LAKE ST",4350,67000,64000,4350,67000,64000,37.78632458,-122.4725536
4,1,,SF,,7.077,,"MANZANITA, JCT. RTE. 101",4350,67000,64000,,,,37.80327851,-122.4694874
4,1,,MRN,,0,,"MANZANITA, JCT. RTE. 101",,,,2700,34500,32500,37.80327851,-122.4694874
4,1,,MRN,,0.65,,"TAMALPAIS, ALMONTE BLVD",2700,34500,32500,1500,19300,18200,37.88213385,-122.524926
4,1,,MRN,,1.31,,PINE ST,1800,18500,17400,1500,15400,14500,37.87957652,-122.5350619
4,1,,MRN,,1.91,,LORING AVE,1350,13600,12800,870,9000,8500,37.88611269,-122.5374343
4,1,,MRN,,3.35,,SOUTH JCT. PANORAMIC HWY,710,8900,6900,470,4800,3700,37.88410552,-122.5537799
4,1,,MRN,,5.92,,MUIR WOODS RD,390,4000,3100,490,5100,3900,37.8670152,-122.5771691
4,1,,MRN,,12.21,,"PANORAMIC HIGHWAY, NORTH",490,5100,3900,490,5000,3850,37.89624146,-122.6366765
4,1,,MRN,,17.066,,FAIRFAX/BOLINAS RDS,340,3500,2700,290,3000,2300,37.9339688,-122.6954279
4,1,,MRN,,17.2,,BOLINAS RD,290,3000,2300,320,3250,2500,37.93464397,-122.6973947
4,1,,MRN,,26.509,,SIR FRANCIS DRAKE SOUTH,260,3400,2500,310,4100,3000,38.04050849,-122.7877851
4,1,,MRN,,28.6,,SIR FRANCIS DRAKE NORTH,310,4100,3000,450,6000,4400,38.06613209,-122.8049189
4,1,,MRN,,29.33,,"PETALUMA, POINT REYES ",450,6000,4400,270,2850,2150,38.07332841,-122.8014221
4,1,,MRN,,38.409,,"PETALUMA, MARSHALL",270,2850,2150,170,1800,1350,38.16318297,-122.8926143
4,1,,MRN,,45.36,,"PETALUMA, TOMALES ",170,1800,1350,160,1550,1250,38.24185285,-122.9051533
4,1,,MRN,,45.66,,DILLON BEACH RD,160,1550,1250,160,1550,1250,38.24627691,-122.9048241
4,1,,MRN,,47.86,,TWO ROCK RD,160,1550,1250,130,1200,1050,38.27684405,-122.8999803
4,1,,MRN,,50.509,,SONOMA/MARIN CO LINE,130,1200,1050,,,,38.31369135,-122.8972257
4,1,,SON,,0,,SONOMA/MARIN CO LINE,,,,130,1200,1050,38.31369135,-122.8972257
4,1,,SON,,0.19,,VALLEY FORD RD,130,1200,1050,560,5200,4500,38.3164212,-122.8965161
4,1,,SON,,2.42,,VALLEY FORD/FREESTONE ,560,5200,4500,450,4200,3600,38.32393708,-122.9279843
4,1,,SON,,5.38,,BODEGA HIGHWAY,450,4200,3600,1150,7500,6400,38.3371411,-122.9774091
4,1,,SON,,11.07,,BODEGA EASTSIDE RAD,850,5600,4800,710,4700,4000,38.33844433,-123.0474236
4,1,,SON,,20.1,,JCT. RTE. 116 EAST,380,3000,2150,370,3550,2700,38.43705679,-123.1044037
4,1,,SON,,21.3,,JENNER,370,3550,2700,380,3600,2750,38.45012248,-123.1167495
4,1,,SON,R,33.038,,FORT ROSS RD,210,2050,1750,200,2000,1700,38.51848599,-123.2464097
4,1,,SON,,48.112,,STEWARTS POINT/SKAGGS ,190,1900,1600,200,1950,1650,38.65191005,-123.3994397
4,1,,SON,,58.583,,SONOMA/MENDOCINO CO LINE,350,3400,2900,,,,38.7597982,-123.5184323
1,1,,MEN,,0,,SONOMA/MENDOCINO CO LINE,,,,350,3400,2550,38.7597982,-123.5184323
1,1,,MEN,,1.02,,NORTH LIMITS GUALALA,570,5200,4300,350,3400,2550,38.77007012,-123.5319102
1,1,,MEN,,5.09,,FISH ROCK RD,350,3400,2550,270,2550,1950,38.80354931,-123.5854077
1,1,,MEN,,14.692,,"POINT ARENA, SOUTH CITY ",240,2400,1950,240,2400,1950,38.90394328,-123.6915451
1,1,,MEN,,15.18,,"POINT ARENA, RIVERSIDE DR",390,4000,3200,320,3350,2650,38.91091252,-123.6924099
1,1,,MEN,,15.74,,"POINT ARENA, LAKE ST",320,3350,2650,260,2600,2150,38.91435452,-123.7010269
1,1,,MEN,,16.166,,"POINT ARENA, NORTH CITY ",260,2600,2150,260,2600,2150,38.91817219,-123.7057479
1,1,,MEN,,19.34,,MOUNTAIN VIEW RD,220,2200,1850,230,1950,1650,38.95126113,-123.6904071
1,1,,MEN,,34.9,,NORTH LIMITS ELK,150,1300,1100,150,1400,1100,39.13903378,-123.7243321
1,1,,MEN,,40.273,,JCT. RTE. 128 EAST,150,1400,1100,450,4000,3200,39.19753627,-123.7466641
1,1,,MEN,,47.5,,"LITTLE RIVER, AIRPORT RD",450,4000,3200,720,7600,6150,39.26816252,-123.7865649
1,1,,MEN,,50.04,,COMPTCHE/UKIAH RD,720,7600,6150,820,8500,6700,39.29972466,-123.7939728
1,1,,MEN,R,50.56,,"MENDOCINO, JACKSON ST",730,7700,6000,730,7700,6000,39.30661286,-123.7934546
1,1,,MEN,R,51.49,,"MENDOCINO, LANSING ST",970,9900,7900,1550,15400,12100,39.31885095,-123.7996619
1,1,,MEN,R,55.78,,NORTH LIMITS CASPAR,1300,12800,10100,1350,13700,10800,39.37228032,-123.8152306
1,1,,MEN,,57.22,,GIBNEY LANE,1350,13700,10800,1400,14000,11100,39.3833334,-123.8139332
1,1,,MEN,,59.25,,SIMPSON LANE,1400,14000,11100,2050,21500,18300,39.41244221,-123.8084013
1,1,,MEN,,59.803,,JCT. RTE. 20 EAST,2000,23000,19600,1950,24000,21000,39.42013912,-123.807926
1,1,,MEN,,60.68,,"FORT BRAGG, CYPRESS ",2700,31500,27200,1950,22100,19100,39.43271764,-123.8062143
1,1,,MEN,,61.471,,"FORT BRAGG, REDWOOD ",1450,16300,14200,1850,21200,18000,39.44419908,-123.8059753
1,1,,MEN,,62.36,,"FORT BRAGG, NORTH CITY ",1050,12200,10000,1200,10000,8100,39.45700452,-123.8060666
1,1,,MEN,,62.8,,"AIRPORT RD, FORT BRAGG N.",1200,10000,8100,1050,8000,6500,39.46319365,-123.8057484
1,1,,MEN,R,64.858,,MAC KERRICHER STATE PARK,850,6000,4400,280,2050,1400,39.48792679,-123.7873316
1,1,,MEN,,77.66,,"WESTPORT, NORTH",120,1200,850,120,1200,840,39.6414259,-123.7845806
1,1,,MEN,,90.874,,JCT. RTE. 211 NORTH,120,1200,800,110,1050,680,39.78036816,-123.8315892
1,1,,MEN,,105.501,,"LEGGETT, JCT. RTE. 271",110,1100,680,100,1000,630,39.8682699,-123.7150089
1,1,,MEN,,105.578,,"LEGGETT, JCT. RTE. 101",100,1000,630,,,,39.86816499,-123.7135928
7,2,,LA,,2.321,,"LOS ANGELES, CENTINELA  ",,,,2550,30500,29500,34.038629,-118.467722
7,2,,LA,,2.6,,"LOS ANGELES, BUNDY ",2550,30500,29500,2500,30000,28500,34.04054094,-118.4633409
7,2,,LA,,3.645,,"LOS ANGELES, RTE. 405",4350,53000,51000,2850,43500,46000,34.046968,-118.4466685
7,2,,LA,,10.651,,"LOS ANGELES, SYCAMORE ",2850,43500,46000,2850,43500,41000,34.0907,-118.342784
7,2,,LA,,10.896,,"LOS ANGELES, HIGHLAND ",2850,43500,41000,2750,42000,39000,34.09071058,-118.3385485
7,2,,LA,,11.581,,"LOS ANGELES, VINE ",2750,42000,39000,2600,40500,37500,34.09073782,-118.3267105
7,2,,LA,,12.32,,"LOS ANGELES, WILTON ",2600,40500,37500,2800,44000,41000,34.09076193,-118.3138776
7,2,,LA,,12.58,,"LOS ANGELES, WESTERN ",2800,44000,41000,3900,62000,57000,34.09076967,-118.3093668
7,2,,LA,,12.74,,"LOS ANGELES,  HOLLYWOOD ",3900,62000,57000,2400,29000,26500,34.090786,-118.30658
7,2,,LA,,13.19,,"LOS ANGELES, SUNSET BLVD",2400,29000,26500,3700,42000,38500,34.07764436,-118.2634415
7,2,,LA,,13.592,,"LOS ANGELES, GLENDALE L.",3300,36000,33500,6300,66000,61000,34.08268713,-118.260274
7,2,,LA,,14.213,,"LOS ANGELES, GLENDALE R.",6300,66000,61000,5500,58000,56000,34.09140191,-118.2580967
7,2,,LA,,15.143,,"LOS ANGELES, JCT. RTE. 5",5500,58000,56000,14300,157000,152000,34.102557,-118.249831
7,2,,LA,,16.008,,"LOS ANGELES, S FERNANDO ",14300,157000,152000,13600,149000,145000,34.11341769,-118.2437927
7,2,,LA,R,17.002,,"LOS ANGELES, VERDUGO ",13600,149000,145000,12100,133000,129000,34.12101989,-118.2298975
7,2,,LA,R,17.288,,"LOS ANGELES, YORK ",12100,133000,129000,13800,152000,147000,34.12512663,-118.2281185
7,2,,LA,R,18.814,,"LOS ANGELES, JCT. RTE. 134",13800,152000,147000,11400,122000,119000,34.14717442,-118.2260108
7,2,,LA,R,20.053,,"GLENDALE, MOUNTAIN ST",11400,122000,119000,10900,112000,108000,34.16479613,-118.224581
7,2,,LA,R,22.939,,"LA CANADA/FLINTRIDGE, RTE. 210",10900,112000,108000,1300,13700,12500,34.2048107,-118.2181852
7,2,,LA,R,23.438,,"LA CANADA/FLINTRIDGE, FOOTHILL ",1300,13700,12500,1550,13800,13500,34.21140661,-118.215401
7,2,,LA,R,25.35,,"LA CANADA/FLINTRIDGE, VISTA DEL",760,6800,6600,620,5200,5000,34.21898189,-118.198549
7,2,,LA,,38.37,,MOUNT WILSON RD,0,0,0,60,300,290,34.25844383,-118.1051955
7,2,,LA,,50.61,,"ENTRANCE, CHILAO REC AREA",60,320,300,60,300,290,34.32601037,-118.0027046
7,2,,LA,,58.09,,BUCKHORN RANGER STATION,40,180,170,40,180,170,34.34636751,-117.9210154
7,2,,LA,,64.085,,"ISLIP SADDLE, RTE. 39 S. ",30,170,160,30,170,160,34.35686686,-117.8510842
7,2,,LA,,77.39,,BLUE RIDGE RD,40,210,200,70,360,340,34.37514256,-117.7206881
7,2,,LA,,79.881,,BIG PINES HIGHWAY,70,360,340,270,1450,1400,34.37893112,-117.6906771
7,2,,LA,,82.265,,L ANGELES/S BRNARDNO CO LN,310,1700,1600,,,,34.36616156,-117.6526126
8,2,,SBD,,0,,L ANGELES/S BRNARDNO CO LN,,,,310,1700,1600,34.36616156,-117.6526126
8,2,,SBD,,1.73,,"WRIGHTWOOD, LONE PINE ",1300,9200,6500,1400,9900,7000,34.35817429,-117.624751
8,2,,SBD,,6.358,,JCT. RTE. 138,1400,9900,7000,,,,34.390807,-117.576259
2,3,,TRI,L,0,,JCT. RTE. 36,,,,50,440,320,40.420029,-123.1746025
2,3,,TRI,,6.22,,MORGAN HILL ,110,840,670,100,790,660,40.54595711,-123.1911561
2,3,,TRI,,7.2,,HAYFORK,250,2400,2150,240,2200,2050,40.55412812,-123.1813859
2,3,,TRI,L,30.89,,"WEAVERVILLE, N. JCT. RTE. 299",150,1600,1450,450,3950,3500,40.65128512,-122.9393276
2,3,,TRI,,31.94,,CO DUMP RD,360,3900,3050,340,3500,3150,40.74155983,-122.9246972
2,3,,TRI,,37.9,,RUSH CREEK RD,200,1700,1250,160,1350,1100,40.79516838,-122.8904894
2,3,,TRI,,59.64,,TRINITY HWY MAINTENANCE STA,200,900,630,200,900,630,40.9818176,-122.7104954
2,3,,TRI,,67.894,,COFFEE CREEK RD,130,1300,660,70,310,260,41.08625913,-122.7070256
2,3,,TRI,R,79.501,,U. S. FOREST SERVICE RD,50,280,200,50,270,190,41.23413713,-122.6457176
2,3,,TRI,T,85.068,,TRINITY/SISKIYOU CO LINE,50,280,190,,,,41.27563451,-122.6976035
2,3,,SIS,,0.408,,TRINITY/SISKIYOU CO LINE,,,,50,280,190,41.27563451,-122.6976035
2,3,,SIS,,6.955,,GAZELLE RD,40,270,190,70,430,310,41.31036788,-122.7690863
2,3,,SIS,,8.8,,CALLAHAN,50,540,380,150,550,410,41.30943854,-122.8014364
2,3,,SIS,R,21,,"ETNA, MAIN ST",190,1650,1350,190,1650,1300,41.46129143,-122.8881758
2,3,,SIS,R,21.472,,COLLIER WAY,190,1650,1300,170,2800,2250,41.46274647,-122.8953112
2,3,,SIS,,32.2,,"FORT JONES, SCOTT RIVER",340,3250,2750,500,4800,4450,41.60149993,-122.8462912
2,3,,SIS,,38.258,,MOFFETT CREEK RD,390,3850,2850,340,3550,2900,41.63276895,-122.7527303
2,3,,SIS,,44.67,,FOREST MOUNTAIN RANCH,330,3550,2900,330,3550,2900,41.67512839,-122.6843624
2,3,,SIS,L,47.264,,"YREKA, MOONLIT OAKS ",1650,15100,13800,1350,11000,10100,41.70378179,-122.6449938
2,3,,SIS,L,48.164,,"YREKA, OBERLIN RD",1400,11000,10100,1050,10300,9900,41.71624826,-122.6400241
2,3,,SIS,L,49.207,,"YREKA, CENTER ST",1000,9900,9500,1350,10600,9300,41.73084714,-122.6357646
2,3,,SIS,L,49.871,,"YREKA, JCT. RTE. 263 N.",530,4900,4800,560,4750,4650,41.74023702,-122.6332508
2,3,,SIS,L,50.159,,"YREKA, JCT. RTE. 5",480,4100,4000,370,3550,3450,41.73956414,-122.6279516
2,3,,SIS,,53.22,,"MONTAGUE, GRENADA RD",400,3250,2800,310,3050,2750,41.72457714,-122.5302096
2,3,,SIS,,54.187,,"MONTAGUE, EAST CITY ",170,1100,1000,,,,41.72483983,-122.515582
4,4,,CC,,0,,"HERCULES, JCT. RTE. 80",,,,3650,42500,41000,38.01508852,-122.2693392
4,4,,CC,R,0.778,,"HERCULES, WILLOW AVE",3650,42500,41000,3750,44000,42000,38.01377403,-122.2555534
4,4,,CC,T,4.892,,CUMMINGS SKYWAY,3900,46000,44000,4050,47500,45500,38.01586447,-122.1828186
4,4,,CC,R,5.168,,MC EWEN RD,4050,47500,45500,4050,48000,46000,38.01500143,-122.1779058
4,4,,CC,R,8.549,,"MARTINEZ, ALHAMBRA ",4050,48000,46000,5400,64000,61000,37.99053681,-122.1302641
4,4,,CC,R,9.185,,"MARTINEZ, PINE ST",5400,64000,61000,5700,67000,64000,37.99496717,-122.1201531
4,4,,CC,R,10.33,,"MARTINEZ, MORELLO AVE",5700,67000,64000,6800,80000,77000,37.99181285,-122.1009673
4,4,,CC,R,11.126,,MILANO WAY ,6800,80000,77000,7500,89000,85000,37.99098651,-122.0867311
4,4,,CC,,12.667,,JCT. RTE. 680,7500,89000,85000,6500,85000,81000,37.99454587,-122.0697753
4,4,,CC,R,13.65,,SOLANO WAY,6500,85000,81000,6300,82000,78000,38.0008457,-122.0533061
4,4,,CC,R,14.668,,"CONCORD, JCT. RTE. 242",6300,82000,78000,6800,95000,90000,38.00588164,-122.0360678
4,4,,CC,R,15.424,,"CONCORD, PORT CHICAGO W.",6800,94000,90000,11100,153000,147000,38.00946903,-122.0230387
4,4,,CC,R,16.834,,WILLOW PASS RD,11100,153000,147000,10800,150000,144000,38.01350465,-121.9976561
4,4,,CC,R,18.83,,"CONCORD, PORT CHICAGO E.",10800,150000,144000,9900,135000,130000,38.02267399,-121.9647873
4,4,,CC,R,20.102,,BAILEY RD,9900,135000,130000,8800,134000,128000,38.01877159,-121.9421354
4,4,,CC,,23.049,,"PITTSBURG, RAILRD ",8800,134000,128000,8200,120000,115000,38.01678788,-121.8895343
4,4,,CC,,24.321,,"PITTSBURG, LOVERIDGE ",8200,120000,115000,8000,114000,110000,38.01181375,-121.8672203
4,4,,CC,,26.007,,"ANITOCH, SOMERSVILLE  ",8000,115000,110000,8300,121000,116000,38.00388578,-121.8378447
4,4,,CC,,26.939,,"ANTIOCH, CONTRA LOMA ",8300,121000,116000,7700,113000,109000,37.9993955,-121.8216386
4,4,,CC,,27.294,,"ANTIOCH, G ST",7700,113000,109000,7300,107000,103000,37.9980569,-121.8153999
4,4,,CC,R,27.79,,"ANTIOCH, A ST/LONETREE",7300,107000,103000,6800,100000,96000,37.99808733,-121.8062974
4,4,,CC,R,28.94,,"ANTIOCH, HILLCREST ",6800,100000,96000,5800,84000,81000,37.99610042,-121.7853516
4,4,,CC,,31.13,,JCT. RTE. 160,1600,23900,22000,1750,21500,20700,37.98565574,-121.7491627
4,4,,CC,,33.82,,"OAKLEY, O'HARA RD",1750,21400,20600,1600,19800,19100,37.94955198,-121.7441598
4,4,,CC,R,34.915,,CYPRESS RD,1300,16100,15500,1250,15700,14700,37.93475499,-121.7371306
4,4,,CC,,36.58,,DELTA RD,1250,15300,14700,1150,14400,13900,37.91086642,-121.7302073
4,4,,CC,,37.07,,LONE TREE WAY,1150,14300,13800,1500,18800,18100,37.90628855,-121.7242498
4,4,,CC,R,38.81,,"BRENTWOOD, SECOND ST",1200,15000,14400,1050,12900,12400,37.896335,-121.6988186
4,4,,CC,,39.742,,"BRENTWOOD, SOUTH CITY ",1150,14100,13600,1150,14100,13600,37.89642723,-121.6819337
4,4,,CC,,43.97,,MARSH CREEK RD,1050,13100,12600,1650,21000,19500,37.89640175,-121.6413474
4,4,,CC,R,44.367,,BYRON HIGHWAY,1650,21000,19500,1450,20100,18700,37.89043435,-121.6410149
4,4,,CC,,46.46,,DISCOVERY BAY,1450,20100,18700,720,8800,8100,37.89016272,-121.6022355
4,4,,CC,,48.392,,C COSTA/S JOAQUIN CO LINE,720,8800,8100,,,,37.89089334,-121.569959
10,4,,SJ,,0,,C COSTA/S JOAQUIN CO LINE,,,,740,9000,7900,37.89089334,-121.569959
10,4,,SJ,,5.96,,TRACY BLVD,820,9100,7900,790,9700,7700,37.90172678,-121.4678995
10,4,,SJ,,10.49,,INLAND DRIVE,870,8800,7900,1050,9500,8500,37.92688455,-121.3969902
10,4,,SJ,,11.68,,MAYBECK RD,1050,9500,8500,1150,11900,8600,37.92688595,-121.3753507
10,4,,SJ,T,14.045,,ROBERTS ISLAND ,1050,10700,8200,1100,12100,10600,37.92746528,-121.3324679
10,4,,SJ,,15.09,,FRESNO AVE,1500,13700,10700,1750,17400,13000,37.93293184,-121.3119996
10,4,,SJ,,15.8,,NAVY DRIVE/STOCKTON ST,2850,31000,23000,2850,31000,24600,37.93629562,-121.2996036
10,4,,SJ,,15.912,,"STOCKTON, S. JCT. RTE. 5",2850,31000,24900,2050,18000,14700,37.93681429,-121.2976496
10,4,,SJ,R,16.059,,"STOCKTON, N. JCT. RTE. 5",1550,18000,15400,6700,81000,78000,37.94821153,-121.3006239
10,4,,SJ,R,17.052,,STANISLAUS ST,6700,81000,78000,8800,108000,96000,37.95122696,-121.2828299
10,4,,SJ,R,17.706,,"STOCKTON, WILSON WAY",9300,114000,96000,8700,107000,94000,37.95326084,-121.2711339
10,4,,SJ,R,18.773,,"STOCKTON, FILBERT ST",8700,107000,94000,8200,101000,89000,37.95962089,-121.2536421
10,4,,SJ,R,19.44,,SOUTH JCT. RTE. 99,8200,101000,89000,900,8000,8500,37.96195122,-121.242054
10,4,,SJ,,20.69,,WALKER LANE,580,6100,5400,460,4900,4150,37.94490295,-121.2177837
10,4,,SJ,,24.87,,JACKTONE RD,470,5100,4400,450,5700,4900,37.94211424,-121.1480142
10,4,,SJ,,33.1,,FARMINGTON,610,5000,4500,640,5700,4550,37.93003989,-120.9997968
10,4,,SJ,,34.14,,SONORA RD ,640,5700,4500,560,5300,4350,37.93018936,-120.9808872
10,4,,SJ,,38.059,,S JOAQUIN /STANISLAUS CO LN,560,5300,4350,,,,37.94485575,-120.9263605
10,4,,STA,,0,,S JOAQUIN /STANISLAUS CO LN,,,,560,5300,4550,37.94485575,-120.9263605
10,4,,STA,,4.54,,MILTON RD,560,5300,4550,640,5500,4700,37.9447581,-120.8437568
10,4,,STA,R,8.885,,STANISLAUS/CALAVERAS CO LN,640,5500,4700,,,,37.93881278,-120.7708645
10,4,,CAL,R,0,,STANISLAUS/CALAVERAS CO LN,,,,640,5400,4350,37.93881278,-120.7708645
10,4,,CAL,R,7.323,,HODSON /REEDS TURNPIKE,680,5800,4800,550,5300,4500,37.97417354,-120.6538123
10,4,,CAL,R,8.143,,O' BYRNES FERRY RD,600,5800,4800,650,6400,5900,37.98338295,-120.6454277
10,4,,CAL,R,21.09,,"ANGELS CAMP, JCT. RTE. 49",650,6400,5900,510,7000,5800,38.08249114,-120.5587828
10,4,,CAL,,22.23,,ROLLERI BYPASS RD,530,6100,5600,590,6400,5900,38.08241345,-120.5398722
10,4,,CAL,,26.22,,VALLECITO,450,5600,5200,700,7900,6200,38.09731684,-120.4712661
10,4,,CAL,,29.62,,BIG TREES /TOMBELL RDS,960,9800,8100,960,9800,8750,38.139563,-120.4556725
10,4,,CAL,,37.35,,"AVERY, MORAN RD WEST ",1000,10900,9600,970,9900,8600,38.20286384,-120.3697239
10,4,,CAL,,41.52,,WHITE PINES RD,1200,12300,10700,930,8500,7400,38.25619175,-120.3492783
10,4,,CAL,R,42.62,,MORAN RD EAST ,900,7600,6600,690,4500,3550,38.26499323,-120.3336993
10,4,,CAL,,44.497,,BIG TREES STATE PARK,690,4500,3550,680,3900,2800,38.27722111,-120.3099085
10,4,,CAL,R,47.14,,DORRINGTON,800,4450,3000,470,2500,1800,38.30101245,-120.2767922
10,4,,CAL,,49.57,,MEKO DRIVE,360,2500,1500,380,2600,1600,38.32223863,-120.2525763
10,4,,CAL,R,62.84,,BIG MEADOWS,450,1950,1150,380,2100,1100,38.4221202,-120.0847752
10,4,,CAL,R,65.865,,CALAVERAS/ALPINE CO LINE,290,1650,1250,,,,38.45556743,-120.0535982
10,4,,ALP,R,0,,CALAVERAS/ALPINE CO LINE,,,,290,1650,1250,38.45556743,-120.0535982
10,4,,ALP,R,2.896,,MOUNT REBA RD,290,1900,1250,270,1600,1200,38.48252396,-120.0196039
10,4,,ALP,,3.89,,LAKE ALPINE,270,1600,1200,220,1250,950,38.47813318,-120.0037987
10,4,,ALP,,18.556,,EBBETTS PASS SUMMIT ,120,710,490,120,710,490,38.54350373,-119.8136493
10,4,,ALP,,31.677,,"BULLION, JCT. RTE. 89",140,780,560,,,,38.66051772,-119.7264268
7,5,S,LA,C,43.925,R,BEGIN TRUCK FRWY,,,,1650,22000,19250,34.31580603,-118.4899981
7,5,S,LA,C,44.924,R,END TRUCK RIGHT ALIGN,1650,22000,19250,1650,22000,19250,34.32521752,-118.5030214
7,5,S,LA,C,43.899,L,BEGIN TRUCK LEFT ALIGN,1650,22000,19250,1650,22000,19250,34.31534345,-118.4896585
7,5,S,LA,C,44.924,L,END TRUCK LEFT ALIGN,1650,22000,19250,4750,63000,55000,34.32521752,-118.5030214
7,5,S,LA,C,45.734,,RTE. 5/14 SEPARATION OVERHD,4750,63000,55000,3000,41000,36000,34.33520124,-118.5099209
7,5,S,LA,C,46.351,,END TRUCK FREEWAY,3000,41000,36000,,,,34.34021187,-118.5191371
11,5,,SD,R,0.09,,"SAN DIEGO, MEXICO BORDER",,,,6200,75000,74000,32.54448437,-117.032436
11,5,,SD,R,0.306,,CAMINO DE LA PLAZA,6200,75000,74000,5400,65000,61000,32.54449329,-117.0324502
11,5,,SD,R,0.878,,SOUTH JCT. RTE. 805,5400,65000,61000,3450,42500,40500,32.5496832,-117.0405826
11,5,,SD,R,1.198,,VIA SAN YSIDRO ,3450,42500,40500,4800,58000,54000,32.55143842,-117.04527
11,5,,SD,,2.312,,"SAN DIEGO, DAIRY MART ",4800,58000,54000,6000,72000,71000,32.55870491,-117.0623441
11,5,,SD,,3.1,,"SAN DIEGO, JCT. RTE. 905",6000,72000,71000,8500,105000,108000,32.56526876,-117.073255
11,5,,SD,,4.042,,"SAN DIEGO, CORONADO",8500,105000,108000,9300,116000,120000,32.576488,-117.0822804
11,5,,SD,,4.632,,JCT. RTE. 75 WEST,9300,116000,120000,12600,153000,148000,32.58383566,-117.0872501
11,5,,SD,,5.404,,"SAN DIEGO, MAIN ",12600,153000,148000,12800,153000,151000,32.59493205,-117.0886472
11,5,,SD,,6.056,,"CHULA VISTA, PALOMAR ",12800,153000,151000,12600,150000,148000,32.60435376,-117.0898589
11,5,,SD,,6.807,,"CHULA VISTA, L ST",12600,150000,148000,13300,158000,157000,32.61519266,-117.0911275
11,5,,SD,,7.3,,"CHULA VISTA, J ST",13300,158000,157000,13300,160000,161000,32.62214101,-117.0930019
11,5,,SD,,7.812,,"CHULA VISTA, H ST",13300,160000,161000,14000,169000,164000,32.62921163,-117.0957555
11,5,,SD,,8.562,,E ST,14000,169000,164000,10700,132000,126000,32.63953612,-117.099884
11,5,,SD,,9.396,,JCT. RTE. 54,10700,132000,126000,15200,187000,181000,32.65124908,-117.1041
11,5,,SD,R,10.042,,"NATIONAL CITY, 24TH ST",15200,187000,181000,15100,185000,180000,32.65991387,-117.1077671
11,5,,SD,R,10.749,,"NATIONAL CITY, 9TH ST",15100,185000,180000,14400,180000,172000,32.66951978,-117.1112649
11,5,,SD,R,11.129,,8TH ST,14400,180000,172000,16400,191000,186000,32.67483314,-117.1095954
11,5,,SD,R,11.66,,"SAN DIEGO, DIVISION/MAIN ST",16400,191000,186000,15300,191000,190000,32.68212482,-117.1108987
11,5,,SD,R,12.647,,JCT. RTE. 15 NORTH,15300,191000,190000,12900,160000,153000,32.69300652,-117.1216583
11,5,,SD,R,13.386,,"SAN DIEGO, 28TH ST",12900,160000,153000,12400,166000,160000,32.69512423,-117.1338089
11,5,,SD,R,14.077,,"SAN DIEGO, JCT. RTE. 75 S.",12400,166000,160000,12700,170000,163000,32.70153619,-117.1429602
11,5,,SD,R,14.74,,J ST,12700,170000,163000,14000,171000,163000,32.70939735,-117.1475187
11,5,,SD,R,15.036,,"SAN DIEGO, JCT. RTE. 94",14000,171000,163000,16100,223000,208000,32.71368958,-117.1475437
11,5,,SD,R,15.405,,"SAN DIEGO, PERSHING DR",16100,223000,208000,16100,223000,208000,32.71909152,-117.1477164
11,5,,SD,R,16.069,,"SAN DIEGO, JCT. RTE. 163",16100,223000,208000,15300,213000,199000,32.72418912,-117.1554495
11,5,,SD,R,16.311,,"SAN DIEGO, SIXTH AVE",15300,213000,199000,15300,213000,199000,32.72313908,-117.1593643
11,5,,SD,R,16.589,,"SAN DIEGO, FIRST AVE",15300,213000,199000,11900,168000,156000,32.72349001,-117.1639028
11,5,,SD,R,16.912,,"SAN DIEGO, HAWTHORN ST ",11900,168000,156000,14800,205000,189000,32.72695926,-117.1673089
11,5,,SD,R,17.25,,"SAN DIEGO, INDIA/SASSAFRAS ",14800,205000,189000,14400,200000,183000,32.73099167,-117.1708842
11,5,,SD,R,17.53,,PACIFIC HIGHWAY VIADUCT,14400,200000,183000,12400,157000,147000,32.73418571,-117.1736859
11,5,,SD,R,17.77,,"SAN DIEGO, SASSAFRAS ST",12400,157000,147000,11500,152000,142000,32.73703309,-117.1761724
11,5,,SD,R,18.283,,"SAN DIEGO, WASHINGTON ST",11500,152000,142000,15400,205000,192000,32.7424103,-117.1820553
11,5,,SD,R,19.033,,"SAN DIEGO, OLD TOWN AVE",15400,205000,192000,16300,212000,199000,32.74776093,-117.1933648
